CAS Number,Compound Name
5921-82-4,1-methylhexyl acetate (=2-heptyl acetate)
54638-12-9,(R)-1-methylhexyl acetate
3540-06-5,(S)-1-methylhexyl acetate (=(S)-2-heptyl acetate)
35468-97-4,1-heptenyl acetate
1576-79-0,2-heptenyl acetate
83540-70-9,(Z)-2-heptenyl acetate
16939-73-4,(E)-2-heptenyl acetate
1576-78-9,(Z)-3-heptenyl acetate
42125-15-5,(Z)-4-heptenyl acetate
150521-47-4,(E)-4-hepten-2-yl acetate
94088-33-2,(Z)-4-hepten-2-yl acetate
1541-02-2,1-hepten-2-yl acetate
35926-06-8,1-hepten-3-yl acetate
31565-19-2,6-methylheptyl acetate
3465-88-1,artemisyl acetate
112-14-1,octyl acetate
2051-50-5,1-methylheptyl acetate (=2-octyl acetate)
4864-61-3,1-ethylhexyl acetate (=3-octyl acetate)
,sec-octyl acetate (unkn.str.)
26806-12-2,(Z)-2-octenyl acetate
3913-80-2,trans-2-Octen-1-yl acetate
7380-48-5,3-octenyl acetate
69668-83-3,(Z)-3-octenyl acetate
35602-33-6,(E)-3-octenyl acetate
105450-79-1,(Z)-4-octenyl acetate
150462-80-9,(E)-4-octenyl acetate
71978-00-2,(Z)-5-octenyl acetate
2442-10-6,1-octen-3-yl acetate
,"1,3-octanediol monoacetate"
39846-61-2,"1,3-octanediol diacetate"
,"6,7-epoxy-3,7-dimethyl-2-octen-1-ol, acetate"
37366-04-4,octenyl acetate (unkn.str.)
,"6,7-epoxy-3,7-dimethyl-1-octen-3-ol, acetate"
20780-49-8,"3,7-dimethyloctyl acetate"
108597-90-6,dihydrolinalyl acetate
,"3,5-octadienyl acetate"
85722-82-3,"(E,Z)-3,5-octadienyl acetate"
85722-81-2,"(E,E)-3,5-octadienyl acetate"
20776-25-4,7-methyl-3-methylene-6-octenyl acetate
,"2-methyl-6-methylene-2,7-octadienyl acetate"
39846-70-3,3-hydroxyoctyl acetate
90755-82-1,1-hydroxyoctyl-3 acetate
,3-hydroxy-5-octenyl acetate
71677-26-4,(Z)-3-hydroxy-5-octenyl acetate
143-13-5,nonyl acetate
14936-66-4,1-methyloctyl acetate (=2-nonyl acetate)
117636-39-2,(2R)-2-nonyl acetate
117636-38-1,(2S)-2-nonyl acetate
112362-25-1,"(Z)-3,7-dimethyl-2,7-octadiene-1,6-diol, 1-acetate"
33766-43-7,"(E)-3,7-dimethyl-2,7-octadiene-1,6-diol, 1-acetate"
,"(E)-3,7-dimethyl-1,5-octadiene-3,7-diol, 3-acetate"
41610-78-0,"2,6-dimethyl-1,7-octadiene-3,6-diol, 6-acetate"
41610-77-9,"2,6-dimethyl-3,7-octadiene-2,6-diol, 6-acetate"
83221-21-0,"(E)-2,6-dimethyl-3,7-octadiene-2,6-diol, 6-acetate"
1067-86-3,"2,6-dimethyl-1,7-octadiene-3,6-diol, 2,6-diacetate"
30418-89-4,(E)-2-nonenyl acetate
13049-88-2,(Z)-3-nonenyl acetate
13049-89-3,(E)-3-nonenyl acetate
76238-22-7,(Z)-6-nonenyl acetate
31795-37-6,1-nonen-3-yl acetate
83108-06-9,nonyn-3-yl acetate (unkn.str.)
83334-93-4,"(Z,Z)-3,6-nonadienyl acetate"
76649-26-8,"Nona-3,6-dienyl acetate"
211323-05-6,"(3E,6Z)-nonadienyl acetate"
22616-19-9,3-methylnonyl acetate
112-17-4,decyl acetate
83320-91-6,3-decenyl acetate
81634-99-3,(Z)-3-decenyl acetate
81634-98-2,(E)-3-decenyl acetate
67452-28-2,4-decenyl acetate
67452-27-1,(Z)-4-decenyl acetate
38421-90-8,5-decenyl acetate
50816-18-7,9-decenyl acetate
67412-66-2,decenyl acetate (unkn.str.)
118026-67-8,"(E,E)-2,4-decadienyl acetate"
25523-95-9,3-methyl-4-decenyl acetate
1731-81-3,undecyl acetate
112-19-6,10-Undecen-1-yl acetate
3239-35-8,"(E)-5-tangerinol (=(E)-6,10-dimethyl-5,9-undecadien-2-yl acetate)"
3239-37-0,"(Z)-5-tangerinol (=(Z)-6,10-dimethyl-5,9-undecadien-2-yl acetate)"
112-66-3,dodecyl acetate (=lauryl acetate)
16677-02-4,5-dodecenyl acetate
16676-96-3,cis-5-dodecenyl acetate
,"3,6-dodecadienyl acetate"
57074-42-7,"(Z,Z)-3,6-dodecadienyl acetate"
193758-89-3,(E)-2-tridecenyl acetate
35153-13-0,(Z)-5-tetradecenyl acetate
638-59-5,tetradecyl acetate
16725-53-4,(Z)-9-tetradecenyl acetate
629-58-3,pentadecyl acetate
629-70-9,hexadecyl acetate
822-20-8,heptadecyl acetate
822-23-1,octadecyl acetate
64661-64-9,octadecenyl acetate (unkn.str.)
822-24-2,eicosanyl acetate
150-84-5,citronellyl acetate
105-87-3,geranyl acetate
141-12-8,neryl acetate
20780-48-7,tetralinalyl acetate
115-95-7,linalyl acetate
120585-29-7,(R)-(-)-linalyl acetate
70130-93-7,"(R*,R*)-epoxylinalyl acetate"
70130-94-8,"(R*,S*)-epoxylinalyl acetate"
40853-55-2,tetrahydrolavandulyl acetate
25905-14-0,lavandulyl acetate
69343-72-2,hydroxydihydrolavandulyl acetate
141992-14-5,(Z)-sesquilavandulyl acetate
121400-01-9,(E)-sesquilavandulyl acetate
197098-61-6,8-ocimenyl acetate
223705-75-7,"(3Z,6Z)-8-ocimenyl acetate"
223705-76-8,"(3E,6Z)-8-ocimenyl acetate"
223705-77-9,"(3Z,6E)-8-ocimenyl acetate"
223705-78-0,"(3E,6E)-8-ocimenyl acetate"
53767-93-4,dihydromyrcenyl acetate
1118-39-4,myrcenyl acetate
38228-41-0,(Z)-8-myrcenyl acetate
29548-30-9,farnesyl acetate
4128-17-0,"(E,E)-farnesyl acetate"
96-35-5,methyl hydroxyacetate
3938-96-3,ethyl methoxyacetate
623-86-9,ethyl acetoxyacetate
933-05-1,cyclopentyl acetate
156053-83-7,trans-α-necrodyl acetate
709026-15-3,cis-α-necrodyl acetate
1727-68-0,α-campholenyl acetate
622-45-7,cyclohexyl acetate
,2-cyclohexyl acetate (unkn.str.)
21722-83-8,2-cyclohexylethyl acetate
122-79-2,phenyl acetate
3233-32-7,hydroquinone monoacetate
122-46-3,3-methylphenyl acetate
140-39-6,4-methylphenyl acetate
1333-46-6,methylphenyl acetate (unkn.str.)
3056-59-5,2-ethylphenyl acetate
3056-60-8,3-ethylphenyl acetate
,ethylphenyl acetate (unkn.str.)
61499-22-7,4-allylphenyl acetate (=chavicol acetate)
613-70-7,2-methoxyphenyl acetate
93-28-7,eugenyl acetate (=acetyl eugenol)
140-11-4,benzyl acetate
17373-93-2,2-methylbenzyl acetate
30676-70-1,methylbenzyl acetate (unkn.str.)
104-21-2,p-anisyl acetate
10521-96-7,styryl acetate
93-92-5,α-methylbenzyl acetate
103-45-7,phenethyl acetate (=2-phenylethyl acetate)
,(ethylphenyl)ethyl acetate (unkn.str.)
58556-55-1,2-(4-hydroxyphenyl)ethyl acetate (=tyrosyl acetate)
10402-52-5,2-phenylpropyl acetate (=β-phenylpropyl acetate)
122-72-5,3-phenylpropyl acetate (=hydrocinnamyl acetate)
75038-26-5,phenylpropyl acetate (unkn.str.)
66779-68-8,"3-(3,4,5-trimethoxyphenyl)propyl acetate"
97094-25-2,"3-(3,4,5-trimethoxyphenyl)-prop-2-enyl acetate"
87200-84-8,"3-(3,4,5-trimethoxyphenyl)-(E)-prop-2-enyl acetate"
80373-18-8,3-(4-hydroxyphenyl)propyl acetate
,"(Z)-4-(3,4-dimethoxyphenyl)-3-buten-1-yl acetate"
69768-98-5,"(E)-4-(3,4-dimethoxyphenyl)-3-buten-1-yl acetate"
103-54-8,cinnamyl acetate
77134-01-1,(Z)-cinnamyl acetate
21040-45-9,(E)-cinnamyl acetate
103-07-1,"1,1-dimethyl-3-phenylpropyl acetate"
110823-66-0,2-methoxycinnamyl acetate
38822-47-8,(E)-2-methoxycinnamyl acetate
881-68-5,vanillyl acetate
326-61-4,piperonyl acetate
528-79-0,thymyl acetate
89-48-5,menthyl acetate
5157-89-1,(+)-menthyl acetate
2623-23-6,(-)-menthyl acetate
20777-45-1,isomenthyl acetate
2230-87-7,neomenthyl acetate
20777-36-0,neoisomenthyl acetate
5256-66-6,carvomenthyl acetate
51407-21-7,neoisocarvomenthyl acetate
28839-13-6,p-1-menthen-9-yl acetate
,p-8-menthen-10-yl acetate
29815-69-8,"1,2-epoxymenthyl acetate"
,"1,8-epoxy-p-menthyl acetate"
51795-18-7,"1,2-epoxyneomenthyl acetate"
80-25-1,dihydro-α-terpinyl acetate
58985-18-5,dihydroterpinyl acetate
80-26-2,α-terpinyl acetate
,cis-6-hydroxy-α-terpinyl acetate
,trans-6-hydroxy-α-terpinyl acetate
,"cis-p-2-menthene-1,8-diol, 8-acetate"
,"trans-p-2-menthene-1,8-diol, 8-acetate"
,"cis-1,2-epoxy-α-terpinyl acetate"
,"trans-1,2-epoxy-α-terpinyl acetate"
10198-23-9,β-terpinyl acetate
93836-50-1,δ-terpinyl acetate
8007-35-0,terpinyl acetate (unkn.str.)
4821-04-9,4-terpinenyl acetate
85392-37-6,carvenyl acetate
20777-49-5,dihydrocarvyl acetate
75684-65-0,(+)-dihydrocarvyl acetate
56422-50-5,neodihydrocarvyl acetate
75684-64-9,(-)-neodihydrocarvyl acetate
68754-14-3,"p-2,8-menthadien-1-yl acetic acid"
24348-08-1,"p-1,8-menthadien-2-yl acetate"
20777-52-0,"trans-p-1(7),8-menthadien-2-yl acetate"
71660-03-2,"p-1(7),8-menthadien-2-yl acetate"
81893-41-6,"p-1,8-menthadien-4-yl acetate"
,p-menthadien-10-yl acetate (unkn.str.)
89-49-6,isopulegyl acetate
109010-10-8,(+/-)-isopulegyl acetate
109010-12-0,(+/-)-neoisopulegyl acetate
109010-11-9,(+/-)-isoisopulegyl acetate
97-42-7,carvyl acetate
1134-95-8,trans-carvyl acetate
1205-42-1,cis-carvyl acetate
160868-58-6,isodihydrocarvyl acetate
256332-36-2,noeisodihydrocarvyl acetate
,"carveol, 6,7-epoxide, acetate"
,"3,8,9-menthanetriol orthoacetate"
56423-44-0,carvon-10-acetate
,piperitenyl acetate
112028-22-5,cis-piperitol acetate
91159-15-8,trans-piperitol acetate
15111-96-3,perillyl acetate
15111-97-4,"p-1,8(10)-menthadien-9-yl acetate"
58315-85-8,1-acetoxymenthone
,2-acetoxymenthone
,trans-2-acetoxymenthone
83462-16-2,2-acetoxyisomenthone
57074-32-5,cis-2-acetoxyisomenthone
57129-16-5,trans-2-acetoxyisomenthone
57426-90-1,4-acetoxyisomenthone
,8-acetoxyisomenthone
,2-acetoxy-1-hydroxy-p-8-menthene
,9-acetoxy-8-hydroxy-p-1-menthene
57709-95-2,"2-Acetoxy-1,8-cineole"
87578-93-6,6-oxo-α-terpinyl 8-acetate (=8-acetoxycarvotanacetone)
71963-12-7,2-acetoxypulegone
31147-61-2,cis-2-acetoxypulegone
57820-70-9,trans-2-acetoxypulegone
,4-acetoxyisopulegone
1078-95-1,pinocarvyl acetate
73366-18-4,cis-pinocarvyl acetate
1686-15-3,trans-pinocarvyl acetate
33522-69-9,verbenyl acetate
29135-27-1,cis-verbenyl acetate
1203-21-0,trans-verbenyl acetate (=trans-2-pinen-4-yl acetate)
29021-36-1,myrtanyl acetate
1079-01-2,myrtenyl acetate
42836-43-1,exo-5-norbornene-2-methyl acetate
16053-06-8,endo-5-norbornene-2-methyl acetate
34640-76-1,norbornyl acetate
36914-56-4,exo-2-norbornyl acetate
54656-95-0,endo-2-norbornyl acetate
76-49-3,bornyl acetate
125-12-2,isobornyl acetate
73366-09-3,verbanyl acetate
73366-10-6,neoverbanyl acetate
73366-12-8,neoisoverbanyl acetate
13851-11-1,fenchyl acetate
4057-31-2,α-fenchyl acetate
2890-95-1,endo-5-norbornen-2-yl acetate
5257-37-4,exo-5-norbornen-2-yl acetate
76109-40-5,β-fenchyl acetate
72747-24-1,3-thujyl acetate
62181-90-2,neo-3-thujyl acetate
370557-87-2,neo-3-thujyl acetate
62181-91-3,neoiso-3-thujyl acetate
87553-42-2,4-thujyl acetate
77318-48-0,cis-4-thujyl acetate
77318-47-9,trans-4-thujyl acetate
3536-54-7,sabinyl acetate
53833-85-5,cis-sabinyl acetate
139757-62-3,trans-sabinyl acetate
87978-33-4,trans-α-bergamotol acetate
67996-62-7,α-eudesmol acetate
55868-98-9,β-eudesmol acetate
67996-61-6,γ-eudesmol acetate
67987-89-7,eudesm-7(11)-en-4-ol acetate
77-54-3,cedryl acetate
80751-98-0,ledyl acetate
6380-28-5,carvacryl acetate
54324-99-1,chrysanthenyl acetate
50764-55-1,trans-chrysanthenyl acetate
67999-48-8,cis-chrysanthenyl acetate
163254-77-1,nuciferyl acetate
199273-99-9,lanceol acetate
554-12-1,methyl propanoate
105-37-3,ethyl propanoate
105-38-4,ethenyl propanoate
17344-99-9,ethyl alaninate
106-36-5,propyl propanoate
637-78-5,isopropyl propanoate
72845-79-5,2-oxopropyl propanoate
590-01-2,butyl propanoate
540-42-1,isobutyl propanoate (=2-methylpropyl propanoate)
591-34-4,sec-butyl propanoate
20487-40-5,tert-butyl propanoate
22874-75-5,2-butenyl propanoate
2438-20-2,2-methylbutyl propanoate
,methylbutyl propanoate (unkn.str.)
624-54-4,pentyl propanoate
105-68-0,isopentyl propanoate
40882-88-0,3-methyl-3-butenyl propanoate
54004-43-2,1-methylbutyl propanoate
,pentyl propanoate (branched)
2445-76-3,hexyl propanoate
53398-80-4,(E)-2-hexenyl propanoate
33467-74-2,(Z)-3-hexenyl propanoate
53398-81-5,(E)-3-hexenyl propanoate
,hexenyl propanoate (unkn.str.)
16491-25-1,"2,4-hexadienyl propanoate"
95994-92-6,"(E,E)-2,4-hexadienyl propanoate"
2216-81-1,heptyl propanoate
142-60-9,octyl propanoate
94134-03-9,cis-3-Octenyl propionate
196109-18-9,(Z)-5-Octenyl propionate
63156-02-5,1-octen-3-yl propanoate
5454-19-3,Decyl propionate
6221-96-1,hexadecyl propanoate
141-14-0,citronellyl propanoate
105-90-8,geranyl propanoate
105-91-9,neryl propanoate
144-39-8,linalyl propanoate
80-27-3,α-terpinyl propanoate
158300-69-7,p-1-menthen-9-yl propanoate
122-63-4,benzyl propanoate
120-45-6,α-methylbenzyl propanoate
101773-23-3,4-methoxybenzyl propanoate (=anisyl propanoate)
122-70-3,phenethyl propanoate
122-74-7,3-phenylpropyl propanoate
78761-38-3,(E)-cinnamyl propanoate
143390-85-6,"3-(3,4,5-trimethoxyphenyl)propanyl propanoate"
143390-84-5,"3-(3',4',5'-trimethoxyphenyl)-2-propenyl propanoate"
158300-70-0,"p-1,8-menthadien-9-yl propanoate"
145032-50-4,cis-carvyl propanoate
97-45-0,Carvyl propionate
,bornyl propanoate
2756-56-1,isobornyl propanoate
903569-03-9,(Z)-nuciferyl propanoate
96-33-3,methyl 2-propenoate (=methyl acrylate)
140-88-5,ethyl 2-propenoate
689-12-3,isopropyl 2-propenoate
106-63-8,isobutyl 2-propenoate
103-11-7,2-ethylhexyl 2-propenoate
29590-42-9,6-methylheptyl 2-propenoate (=isooctyl acrylate)
547-63-7,methyl 2-methylpropanoate (=methyl isobutyrate)
97-62-1,ethyl 2-methylpropanoate (=ethyl isobutyrate)
644-49-5,propyl 2-methylpropanoate (=propyl isobutyrate)
617-50-5,isopropyl 2-methylpropanoate (=isopropyl isobutyrate)
97-87-0,butyl 2-methylpropanoate (=butyl isobutyrate)
97-85-8,isobutyl 2-methylpropanoate (=isobutyl isobutyrate)
23412-21-7,2-butyl 2-methylpropanoate
816-73-9,2-methyl-2-propenyl 2-methylpropanoate (=2-methylallyl isobutanoate)
2445-69-4,2-methylbutyl 2-methylpropanoate (=2-methylbutyl isobutyrate)
,methylbutyl 2-methylpropanoate (unkn.str.)
95654-17-4,(E)-2-methyl-2-butenyl 2-methylpropanoate (=tiglyl isobutyrate)
506-32-1,arachidonic acid
2445-72-9,pentyl 2-methylpropanoate (=amyl isobutyrate)
2050-01-3,isopentyl 2-methylpropanoate (=isoamyl isobutyrate)
,pentenyl 2-methylpropanoate (unkn.str.)
84254-84-2,3-methylpentyl 2-methylpropanoate
35852-44-9,4-methylpentyl 2-methylpropanoate
2349-07-7,hexyl 2-methylpropanoate (=hexyl isobutyrate)
,(E)-2-hexenyl 2-methylpropanoate
41519-23-7,(Z)-3-hexenyl 2-methylpropanoate
73545-16-1,"(2E,4E)-2,4-hexadienyl isobutyrate"
2349-13-5,heptyl 2-methylpropanoate (=heptyl isobutyrate)
109-15-9,octyl 2-methylpropanoate (=octyl isobutyrate)
77-68-9,"3-hydroxy-2,2,4-trimethylpentyl 2-methylpropanoate"
6846-50-0,"2,2,4-trimethyl-1,3-pentanediol bis(2-methylpropanoate)"
,octenyl 2-methylpropanoate (unkn.str.)
6624-71-1,dodecyl 2-methylpropanoate (=dodecyl isobutyrate)
2345-26-8,geranyl 2-methylpropanoate (=geranyl isobutyrate)
2345-24-6,neryl 2-methylpropanoate (=neryl isobutyrate)
78-35-3,linalyl 2-methylpropanoate (=linalyl isobutyrate)
97-89-2,Citronellyl isobutyrate
7774-65-4,α-terpinyl 2-methylpropanoate (=α-terpinyl isobutyrate)
103-28-6,benzyl 2-methylpropanoate (=benzyl isobutyrate)
103-48-0,phenethyl 2-methylpropanoate (=phenethyl isobutyrate)
75177-76-3,(E)-cinnamyl 2-methylpropanoate
241123-33-1,(E)-nuciferyl 2-methylpropanoate
80-62-6,methyl 2-methyl-2-propenoate (=methyl methacrylate)
97-63-2,ethyl 2-methyl-2-propenoate (=ethyl methacrylate)
816-74-0,2-methyl-2-propenyl 2-methyl-2-propenoate
97-88-1,butyl 2-methyl-2-propenoate (=butyl methacrylate)
97-86-9,isobutyl 2-methyl-2-propenoate (=isobutyl methacrylate)
60608-94-8,2-methylbutyl 2-methyl-2-propenoate
7336-27-8,isopentyl 2-methyl-2-propenoate
88142-95-4,(E)-2-methyl-2-butenyl 2-methyl-2-propenoate
113615-00-2,3-methylpentyl 2-methyl-2-propenoate
3938-95-2,"ethyl 2,2-dimethylpropanoate"
547-64-8,methyl 2-hydroxypropanoate (=methyl lactate)
97-64-3,ethyl 2-hydroxypropanoate (=ethyl lactate)
7699-00-5,ethyl (R)-(+)-2-hydroxypropanoate
616-09-1,propyl 2-hydroxypropanoate (=propyl lactate)
138-22-7,butyl 2-hydroxypropanoate (=butyl lactate)
585-24-0,isobutyl 2-hydroxypropanoate (=isobutyl lactate)
18449-60-0,sec-butyl 2-hydroxypropanoate (=sec-butyl lactate)
