CAS Number,Compound Name
141608-97-1,"(S)-3,7-dimethyl-2-methylene-6-octenal"
124-19-6,nonanal (=pelargonaldehyde)
,nonanal (unkn.str.)
35127-50-5,nonanal (branched)
2463-53-8,2-nonenal
60784-31-8,(Z)-2-nonenal
18829-56-6,(E)-2-nonenal
36121-12-7,3-nonenal
109351-28-2,(E)-3-nonenal
31823-43-5,(Z)-3-nonenal
2277-15-8,(Z)-4-nonenal
2277-16-9,(E)-4-nonenal
90645-87-7,5-nonenal
2277-17-0,(Z)-5-nonenal
2277-18-1,(E)-5-nonenal
6728-35-4,6-nonenal
2277-19-2,(Z)-6-nonenal
2277-20-5,(E)-6-nonenal
78693-36-4,(E)-7-nonenal
78693-37-5,(Z)-7-nonenal
39770-04-2,8-nonenal
30551-15-6,nonenal (unkn.str.)
6750-03-4,"2,4-nonadienal"
5910-87-2,"(E,E)-2,4-nonadienal"
21661-99-4,"(E,Z)-2,4-nonadienal"
26370-28-5,"2,6-nonadienal"
17587-33-6,"(E,E)-2,6-nonadienal"
134998-58-6,"(Z,Z)-2,6-nonadienal"
557-48-2,"(E,Z)-2,6-nonadienal"
23313-79-3,"(Z,E)-2,6-nonadienal"
78263-66-8,"3,6-nonadienal"
147159-46-4,"(E,E)-3,6-nonadienal"
57386-95-5,"(E,Z)-3,6-nonadienal"
147159-47-5,"(Z,E)-3,6-nonadienal"
21944-83-2,"(Z,Z)-3,6-nonadienal"
30551-17-8,nonadienal (unkn.str.)
56269-22-8,"2,4,6-nonatrienal"
869771-00-6,"(E,Z,E)-2,4,6-nonatrienal"
100113-51-7,"(E,Z,Z)-2,4,6-nonatrienal"
100113-52-8,"(E,E,Z)-2,4,6-nonatrienal"
57018-53-8,"(E,E,E)-2,4,6-nonatrienal"
24424-67-7,2-methylnonanal
52432-75-4,5-methylnonanal
3085-26-5,8-methylnonanal
128926-05-6,8-methyl-2-nonenal
60671-74-1,8-methyl-5-nonenal
3021-89-4,2-pentyl-2-nonenal
88529-43-5,(E)-2-pentyl-2-nonenal
49562-91-6,(Z)-2-pentyl-2-nonenal
22418-62-8,3-hydroxynonanal
22054-15-5,9-hydroxynonanal
74327-29-0,4-oxononanal
112-31-2,decanal (=capraldehyde)
,decanal (unkn.str.)
1321-89-7,decanal (branched)
3913-71-1,2-decenal
2497-25-8,(Z)-2-decenal
3913-81-3,(E)-2-decenal
58474-80-9,3-decenal
68676-85-7,(E)-3-decenal
69891-94-7,(Z)-3-decenal
30390-50-2,4-decenal
65405-70-1,(E)-4-decenal
21662-09-9,(Z)-4-decenal
60671-72-9,5-decenal
21662-08-8,(Z)-5-decenal
21662-11-3,(E)-5-decenal
127818-71-7,6-decenal
105683-99-6,(Z)-6-decenal
147159-48-6,(E)-6-decenal
21662-10-2,(E)-7-decenal
21661-97-2,(Z)-7-decenal
39770-05-3,9-decenal
25447-70-5,decenal (unkn.str.)
2363-88-4,"2,4-decadienal"
25152-83-4,"(E,Z)-2,4-decadienal"
25152-84-5,"(E,E)-2,4-decadienal"
5910-88-3,"(Z,E)-2,4-decadienal"
65909-91-3,"(Z,Z)-2,4-decadienal"
,"(E,Z)-2,6-decadienal"
78693-39-7,"(E,E)-2,7-decadienal"
52711-52-1,"(E,Z)-2,7-decadienal"
22644-09-3,"(Z,Z)-4,7-decadienal"
30551-18-9,decadienal (unkn.str.)
25462-05-9,"2,4,6-decatrienal"
51325-37-2,"2,4,7-decatrienal"
43108-49-2,"(E,Z,Z)-2,4,7-decatrienal"
66642-86-2,"(E,E,Z)-2,4,7-decatrienal"
127793-88-8,8-methyldecanal
137352-60-4,9-methyldecanal
13893-39-5,2-hexyl-2-decenal
64935-39-3,(E)-2-hexyl-2-decenal
61960-01-8,(Z)-2-hexyl-2-decenal
24823-57-2,2-heptyl-2-decenal
24823-58-3,2-octyl-2-decenal
58196-32-0,9-methyl-2-decenal
43160-78-7,4-oxodecanal
112-44-7,undecanal
2463-77-6,2-undecenal
71277-05-9,(Z)-2-undecenal
53448-07-0,(E)-2-undecenal
77928-05-3,(E)-3-undecenal
147159-45-3,(Z)-3-undecenal
68820-32-6,(Z)-4-undecenal
68820-35-9,(E)-4-undecenal
68464-53-9,(Z)-5-undecenal
60671-73-0,6-undecenal
147159-49-7,(Z)-8-undecenal
143-14-6,9- undecenal
390745-03-6,(Z)-9-undecenal
112-45-8,10-undecenal
,undecenal (unkn.str.)
13162-46-4,"2,4-undecadienal"
30361-29-6,"(E,E)-2,4-undecadienal"
91254-00-1,"2,5-undecadienal"
13553-02-1,"(E,Z)-2,5-undecadienal"
2105861-01-4,"(Z,Z)-2,5-undecadienal"
60671-76-3,"3,6-undecadienal"
112805-89-7,"(Z,Z)-4,7-undecadienal"
110-41-8,2-methylundecanal
128926-06-7,10-methyl-2-undecenal
24823-56-1,2-hexyl-2-undecenal
89523-72-8,2-octyl-2-undecenal
141-13-9,"2,6,10-trimethyl-9-undecenal"
112-54-9,dodecanal
4826-62-4,2-dodecenal
81149-96-4,(Z)-2-dodecenal
20407-84-5,(E)-2-dodecenal
76595-72-7,(E)-3-dodecenal
68141-15-1,(Z)-3-dodecenal
30390-51-3,4-dodecenal
21944-98-9,(Z)-4-dodecenal
68820-34-8,(E)-5-dodecenal
76261-02-4,6-dodecenal
60671-75-2,7-dodecenal
121052-28-6,8-dodecenal
144298-64-6,(E)-8-dodecenal
82107-89-9,dodecenal (unkn.str.)
51148-68-6,11-dodecenal
13162-47-5,"2,4-dodecadienal"
21662-16-8,"(E,E)-2,4-dodecadienal"
21662-15-7,"(E,Z)-2,4-dodecadienal"
186450-94-2,"2,6-dodecadienal"
21662-13-5,"(E,Z)-2,6-dodecadienal"
21662-14-6,"(E,E)-2,6-dodecadienal"
13553-09-8,"(Z,Z)-3,6-dodecadienal"
24934-61-0,2-hexyl-2-dodecenal
104676-07-5,2-heptyl-2-dodecenal
25234-33-7,2-octyl-2-dodecenal
,"4-ethyl-7,11-dimethyl-2,6,10-dodecatrienal"
53398-82-6,"(E,Z)-4-ethyl-7,11-dimethyl-2,6,10-dodecatrienal"
53398-77-9,"(E,E)-4-ethyl-7,11-dimethyl-2,6,10-dodecatrienal"
10486-19-8,tridecanal
7774-82-5,2-tridecenal
7069-41-2,(E)-2-tridecenal
60671-77-4,8-tridecenal
,tridecenal (unkn.str.)
60998-24-5,"2,4-tridecadienal"
53658-60-9,"(E,Z)-2,4-tridecadienal"
13552-95-9,"(Z,Z)-4,7-tridecadienal"
60671-79-6,"5,8-tridecadienal"
,"2,4,7-tridecatrienal"
13552-96-0,"(E,Z,Z)-2,4,7-tridecatrienal"
75853-49-5,12-Methyltridecanal
128926-07-8,12-methyl-2-tridecenal
124-25-4,tetradecanal
64461-99-0,2-tetradecenal
51534-36-2,(E)-2-tetradecenal
60671-78-5,9-tetradecenal
85896-31-7,13-tetradecenal
,tetradecenal (unkn.str.)
,"2,4-tetradecadienal"
54306-03-5,"(E,Z)-2,4-tetradecadienal"
2765-11-9,pentadecanal
64462-00-6,2-pentadecenal
96360-08-6,(E)-2-pentadecenal
,8-pentadecenal
76963-26-3,(Z)-8-pentadecenal
60671-80-9,10-pentadecenal
,pentadecenal (unkn.str.)
629-80-1,hexadecanal
3163-37-9,2-hexadecenal
22644-96-8,(E)-2-hexadecenal
56797-40-1,(Z)-7-hexadecenal
56829-23-3,"(Z,Z)-7,10-hexadecadienal"
56797-43-4,"(Z,Z,Z)-7,10,13-hexadecatrienal"
629-90-3,heptadecanal
93843-21-1,heptadecanal (branched)
120681-49-4,(E)-2-heptadecenal
56797-41-2,(Z)-8-heptadecenal
56797-42-3,"(Z,Z)-8,11-heptadecadienal"
56797-44-5,"(Z,Z,Z)-8,11,14-heptadecatrienal"
638-66-4,octadecanal
5090-41-5,9-octadecenal
56554-94-0,8-octadecenal
56554-88-2,5-octadecenal
2423-10-1,(Z)-9-octadecenal
71873-66-0,octadecenal (unkn.str.)
85263-73-6,"9,17-octadecadienal"
28982-40-3,octadecadienal (unkn.str.)
106-23-0,"citronellal (=3,7-dimethyl-6-octenal)"
2385-77-5,R-(+)-citronellal
5949-05-3,S-(-)-citronellal
107-75-5,"hydroxycitronellal (=7-hydroxy-3,7-dimethyloctanal)"
,α-methylhydroxycitronellal (unkn.str.)
,"2,6-dimethyl-2,6-octadienal"
5392-40-5,"citral (=3,7-dimethyl-2,6-octadienal)"
141-27-5,geranial (=α-citral)
72203-98-6,isogeranial
106-26-3,neral (=β-citral)
72203-97-5,isoneral
55050-40-3,exo-isocitral
590-71-6,"2,2-dimethyl-3,4-octadienal"
,"(Z)-6-hydroxy-2,6-dimethyl-2,7-octadienal"
19317-11-4,farnesal
,(E)-farnesal
502-67-0,"(E,E)-farnesal"
3790-67-8,"(E,Z)-2,6-farnesal"
17909-77-2,α-sinensal
3779-62-2,trans-β-sinensal
60066-88-8,β-sinensal
36431-60-4,5-ethyl-1-cyclopentene-1-carbaldehyde
959311-75-2,5-propyl-1-cyclopentene-1-carbaldehyde
163268-53-9,5-butyl-1-cyclopentene-1-carbaldehyde
1187056-57-0,5-pentyl-1-cyclopentene-1-carbaldehyde
1342307-12-3,(2E)-3-(5-ethyl-1-cyclopenten-1-yl)-2-propenal
54043-82-2,5-isopropyl-2-methyl-1-cyclopentenecarbaldehyde
1125-49-1,photocitral A
84607-55-6,trans-2-isopropylidene-5-methylcyclopentanecarbaldehyde
4374-98-5,camphoraldehyde
18022-66-7,"3,4-dimethyl-1,3-cyclohexenecarboxaldehyde"
6784-13-0,limonenealdehyde
,4-isopropenylcyclohexenecarbaldehyde (unkn.str.)
,2-methylcyclohexenylpropanal (unkn.str.)
29460-68-2,"3-(2,6,6-trimethyl-2-cyclohexenyl)-2-propenal (=α-cyclocitrylidenacetaldehyde)"
100-50-5,3-cyclohexene-1-carboxaldehyde
100-52-7,benzaldehyde
529-20-4,2-methylbenzaldehyde (=o-tolualdehyde)
620-23-5,3-methylbenzaldehyde (=m-tolualdehyde)
104-87-0,4-methylbenzaldehyde (=p-tolualdehyde)
1334-78-7,methylbenzaldehyde (unkn.str.) (=tolualdehyde (unkn.str.))
22927-13-5,2-ethylbenzaldehyde
34246-54-3,3-ethylbenzaldehyde
4748-78-1,4-ethylbenzaldehyde
53951-50-1,ethylbenzaldehyde (unkn.str.)
,propylbenzaldehyde (unkn.str.)
28785-06-0,4-propylbenzaldehyde
122-03-2,4-isopropylbenzaldehyde (=cuminaldehyde)
55012-32-3,isopropylbenzaldehyde (unkn.str.)
10133-50-3,4-isopropenylbenzaldehyde
90-02-8,2-hydroxybenzaldehyde (=salicylaldehyde)
100-83-4,3-hydroxybenzaldehyde (=m-hydroxybenzaldehyde)
123-08-0,4-hydroxybenzaldehyde (=4-formylphenol)
28777-87-9,hydroxybenzaldehyde (unkn.str.)
55479-94-2,hydroxymethylbenzaldehyde (unkn.str.)
135-02-4,2-methoxybenzaldehyde
591-31-1,3-methoxybenzaldehyde
123-11-5,4-methoxybenzaldehyde (=anisaldehyde)
50984-52-6,methoxybenzaldehyde (unkn.str.)
613-69-4,2-ethoxybenzaldehyde
22924-15-8,3-ethoxybenzaldehyde
10031-82-0,4-ethoxybenzaldehyde
,ethoxybenzaldehyde (unkn.str.)
15764-16-6,"2,4-dimethylbenzaldehyde"
5779-94-2,"2,5-dimethylbenzaldehyde"
5973-71-7,"3,4-dimethylbenzaldehyde"
5779-95-3,"3,5-dimethylbenzaldehyde"
28351-09-9,dimethylbenzaldehyde (unkn.str.)
698-27-1,2-hydroxy-4-methylbenzaldehyde
24677-78-9,"2,3-dihydroxybenzaldehyde"
139-85-5,"3,4-dihydroxybenzaldehyde"
,dihydroxybenzaldehyde (unkn.str.)
18278-34-7,4-hydroxy-2-methoxybenzaldehyde
121-33-5,vanillin (=4-hydroxy-3-methoxybenzaldehyde)
148-53-8,o-vanillin
93-02-7,"2,5-dimethoxybenzaldehyde"
120-14-9,"3,4-dimethoxybenzaldehyde (=veratraldehyde, methylvanillin)"
7311-34-4,"3,5-dimethoxybenzaldehyde"
121-32-4,3-ethoxy-4-hydroxybenzaldehyde (=ethylvanillin)
5779-72-6,"2,4,5-trimethylbenzaldehyde"
487-68-3,"2,4,6-trimethylbenzaldehyde (=mesitylaldehyde)"
70679-68-4,trimethylbenzaldehyde (unkn.str.)
86-81-7,"3,4,5-trimethoxybenzaldehyde"
54061-90-4,trimethoxybenzaldehyde (unkn.str.)
134-96-3,"syringaldehyde (=4-hydroxy-3,5-dimethoxybenzaldehyde)"
1620-98-0,"3,5-ditert-butyl-4-hydroxybenzaldehyde"
34883-14-2,"2,4-dihydroxy-3,6-dimethylbenzaldehyde"
2990-31-0,"4,6-dihydroxy-2,3-dimethylbenzaldehyde"
529-23-7,2-aminobenzaldehyde
623-27-8,"1,4-benzenedicarbaldehyde (=terephthalaldehyde)"
122-78-1,phenylacetaldehyde (=benzeneacetaldehyde)
93-53-8,2-phenylpropanal
104-53-0,3-phenylpropanal (=dihydrocinnamaldehyde)
104-55-2,cinnamaldehyde (=3-phenyl-2-propenal)
57194-69-1,(Z)-cinnamaldehyde (=(Z)-3-phenyl-2-propenal)
14371-10-9,(E)-cinnamaldehyde (=(E)-3-phenyl-2-propenal)
16251-77-7,2-methyl-3-phenylpropanal
5406-12-2,2-(4-methylphenyl)propanal
101-39-3,α-methylcinnamaldehyde (=2-methyl-3-phenyl-2-propenal)
86390-61-6,methylcinnamaldehyde (unkn.str.)
122-40-7,α-pentylcinnamaldehyde (=2-benzylideneheptanal)
101-86-0,α-hexylcinnamaldehyde
1504-74-1,2-methoxycinnamaldehyde
60125-24-8,(E)-2-methoxycinnamaldehyde
1963-36-6,4-methoxycinnamaldehyde
68149-78-0,"3,4-dihydroxycinnamaldehyde"
458-36-6,coniferaldehyde (=4-hydroxy-3-methoxy-cinnamaldehyde)
127321-19-1,4-hydroxy-2-methoxycinnamaldehyde
4497-40-9,"3,4-dimethoxycinnamaldehyde"
94-65-5,2-propylcyclohexanone
4206-58-0,"sinapaldehyde (=4-hydroxy-3,5-dimethoxy-cinnamaldehyde)"
80638-48-8,3-(4-hydroxy-3-methoxyphenyl)propanal
16251-78-8,3-(4-methylphenyl)butanal
18328-11-5,4-phenylbutanal
,3-hydroxy-2-phenylbutanal
4411-89-6,2-phenyl-2-butenal
13910-23-1,4-phenyl-2-butenal
4895-19-6,4-(4-methylphenyl)pentanal
3491-63-2,2-phenyl-2-pentenal
26643-91-4,4-methyl-2-phenyl-2-pentenal
75935-84-1,5-methyl-2-phenylhexanal
94133-59-2,2-phenyl-2-hexenal
,4-methyl-2-phenyl-2-hexenal
99532-37-3,2-methyl-5-phenyl-2-hexenal
21834-92-4,5-methyl-2-phenyl-2-hexenal
27841-22-1,p-3-menthen-7-al
29548-14-9,p-1-menthen-9-al
71855-42-0,p-3-menthen-9-al
,p-menthen-9-al (unkn.str.)
1197-15-5,"p-1,3-menthadien-7-al (=α-terpinen-7-al)"
22580-90-1,"p-1,4-menthadien-7-al"
432-24-6,α-cyclocitral
432-25-7,β-cyclocitral
120964-76-3,γ-cyclocitral
472-66-2,"2,6,6-trimethyl-1-cyclohexene-1-acetaldehyde (= β-homocyclocitral )"
52844-21-0,cyclocitral (unkn.str.)
65405-78-9,cis-vertocitral C
65405-79-0,trans-vertocitral C
83646-56-4,"4-hydroxy-2,6,6-trimethyl-1-cyclohexene-1-acetaldehyde"
21391-98-0,phellandral
79925-82-9,"p-mentha-1,5-dien-7-al"
2111-75-3,"p-1,8-menthadien-7-al"
18031-40-8,(4S)-(-)-perillaldehyde
5503-12-8,(4R)-(+)-perillaldehyde
57074-31-4,"p-1,8-menthadien-10-al"
247911-68-8,2-caren-10-al
116-26-7,"safranal (=2,6,6-trimethyl-1,3-cyclohexadienecarbaldehyde)"
162376-82-1,"2,6,6-trimethyl-1,4-cyclohexadienecarbaldehyde"
4501-58-0,"(2,2,3-trimethyl-3-cyclopentenyl)acetaldehyde (=α-campholene aldehyde, α-campholenal)"
3899-09-0,γ-campholenal
,campholenal (unkn.str.)
1321-16-0,1-cyclohexenecarbaldehyde (=1-formylcyclohexene)
931-96-4,1-methyl-3-cyclohexenecarbaldehyde
33399-07-4,"6,6-dimethyl-2-methylene-3-cyclohexenecarbaldehyde"
57129-54-1,thuj-3-en-10-al
35692-94-5,"4-hydroxy-2,6,6-trimethyl-1-cyclohexenecarbaldehyde (=4-hydroxysafranal)"
103-95-7,3-(4-isopropylphenyl)-2-methylpropanal (=cyclamen aldehyde)
50705-16-3,"2,2-dimethylbicyclo[2.2.1]heptane-3-carbaldehyde"
564-94-3,myrtenal
1140-71-2,"4,10,10-trimethyl-7-methylenebicyclo[6.2.0]decane-4-carbaldehyde"
,caryophyllen-5-al (unkn.str.)
88395-49-7,(2R)-trans-5-caryophyllen-12-al
88424-68-4,(2S)-trans-5-caryophyllen-12-al
73256-82-3,isobicyclogermacrenal
120-57-0,"piperonal (=heliotropin, 1,3-benzodioxole-5-carbaldehyde )"
119491-07-5,"3-(1,3-benzodioxol-5-yl)-2-propenal"
4460-86-0,asaronaldehyde
1203-68-5,2-biphenylcarbaldehyde
1204-60-0,3-biphenylcarbaldehyde (=3-phenylbenzaldehyde)
3218-36-8,4-biphenylcarbaldehyde (=4-phenylbenzaldehyde)
16568-02-8,acetaldehyde N-formyl-N-methyl-hydrazone
6688-11-5,cyclooctanecarboxaldehyde
,propanal N-formyl-N-methyl-hydrazone
62080-57-3,butanal N-formyl-N-methylhydrazone
61748-18-3,3-methylbutanal N-formyl-N-methyl-hydrazone
57590-20-2,pentanal N-formyl-N-methyl-hydrazone
57590-22-4,hexanal N-formyl-N-methylhydrazone
61748-13-8,octanal N-formyl-N-methylhydrazone
62121-49-7,(Z)-2-octenal N-formyl-N-methyl-hydrazone
62121-50-0,(E)-2-octenal N-formyl-N-methyl-hydrazone
