CAS Number,Compound Name
553-84-4,perilla ketone
565-61-7,3-methyl-2-pentanone
53398-09-7,3-oxo-α-damascone
108-10-1,4-methyl-2-pentanone
7779-30-8,"1-(2,6,6-trimethyl-2-cyclohexen-1-yl)-1-Penten-3-one"
565-69-5,2-methyl-3-pentanone
25044-01-3,2-methyl-1-penten-3-one
141-79-7,4-methyl-3-penten-2-one (=mesityl oxide)
61570-82-9,5-hydroxy-p-menth-6-en-2-one
3744-02-3,4-methyl-4-penten-2-one
,dimethyl-3-penten-2-one (unkn.str.)
3142-66-3,3-hydroxy-2-pentanone (=acetyl ethyl carbinol)
113919-08-7,(R)-3-hydroxy-2-pentanone
132881-72-2,(S)-3-hydroxy-2-pentanone
4161-60-8,4-hydroxy-2-pentanone
5704-20-1,2-hydroxy-3-pentanone
113919-09-8,(R)-2-hydroxy-3-pentanone
125948-63-2,(S)-2-hydroxy-3-pentanone
,hydroxypentanone (unkn.str.)
52704-36-6,3-hydroxy-3-penten-2-one
17429-04-8,5-methoxy-2-pentanone
65915-75-5,3-ethoxy-2-pentanone
33330-50-6,4-ethoxy-2-pentanone
79926-00-4,4-(2-methylbutoxy)-2-pentanone
79925-97-6,4-(3-methylbutoxy)-2-pentanone
565-80-0,"2,4-dimethyl-3-pentanone"
564-04-5,"2,2-dimethyl-3-pentanone"
123-42-2,4-hydroxy-4-methyl-2-pentanone (=diacetone alcohol)
79925-99-8,"2,2-diethoxy-3-pentanone"
623-38-1,"3-oxopentanal (=1,3-pentanedione)"
600-14-6,"2,3-pentanedione (=acetylpropionyl)"
123-54-6,"2,4-pentanedione (=acetylacetone)"
7493-58-5,"4-methyl-2,3-pentanedione"
10225-31-7,"3-isopentyl-2,4-pentanedione"
591-78-6,2-hexanone
5441-51-0,4-ethylcyclohexanone
589-38-8,3-hexanone
763-93-9,3-hexen-2-one
4376-23-2,(E)-3-hexen-2-one
1629-60-3,1-hexen-3-one
2497-21-4,4-hexen-3-one
50396-87-7,(E)-4-hexen-3-one
54686-84-9,hexenone (unkn.str.)
110-12-3,5-methyl-2-hexanone
623-56-3,5-methyl-3-hexanone
105-42-0,4-methyl-2-hexanone
91606-98-3,methyl-2-hexanone (unkn.str.)
7379-12-6,2-methyl-3-hexanone
5166-53-0,5-methyl-3-hexen-2-one
1669-43-8,(3Z)-5-methyl-3-hexen-2-one
1821-29-0,(E)-5-methyl-3-hexen-2-one
32064-70-3,3-butyl-3-hexen-2-one
13905-10-7,5-methyl-4-hexen-3-one
55532-07-5,"2,2-dimethyl-5-hexen-3-one"
54123-75-0,3-hydroxy-2-hexanone
163038-04-8,3-Hydroxy-5-methyl-2-hexanone
54073-43-7,2-hydroxy-3-hexanone
4984-85-4,4-hydroxy-3-hexanone (=propionoin)
246511-74-0,2-hydroxy-5-methyl-3-hexanone
134332-15-3,4-hydroxy-3-propyl-2-hexanone
3848-24-6,"2,3-hexanedione"
110-13-4,"2,5-hexanedione (=acetonylacetone)"
4437-51-8,"3,4-hexanedione"
82056-15-3,hexanedione (unkn.str.)
13706-86-0,"5-methyl-2,3-hexanedione"
10153-61-4,"3,4-dihydroxy-3-hexen-2,5-dione"
4384-08-1,"4-hydroxy-2,3,5-hexanetrione"
110-43-0,2-heptanone
106-35-4,3-heptanone
123-19-3,4-heptanone
29299-43-2,heptanone (unkn.str.)
1119-44-4,3-hepten-2-one
5609-09-6,(E)-3-hepten-2-one
24332-22-7,4-hepten-2-one
90605-45-1,(Z)-4-hepten-2-one
36678-43-0,(E)-4-hepten-2-one
6714-00-7,5-hepten-2-one
2918-13-0,1-hepten-3-one
4643-25-8,2-hepten-4-one
30640-40-5,hepten-2-one (unkn.str.)
3916-64-1,"3,5-heptadien-2-one"
18402-90-9,"(E,E)-3,5-heptadien-2-one"
2371-19-9,3-methyl-2-heptanone
18217-12-4,5-methyl-2-heptanone
928-68-7,6-methyl-2-heptanone
13019-20-0,2-methyl-3-heptanone
6137-11-7,4-methyl-3-heptanone
541-85-5,5-methyl-3-heptanone
624-42-0,6-methyl-3-heptanone
626-33-5,2-methyl-4-heptanone
15726-15-5,3-methyl-4-heptanone
1528-25-2,3-ethyl-4-heptanone
70713-26-7,methyl-2-heptanone (unkn.str.)
29466-99-7,methylheptanone (unkn.str.)
39899-08-6,3-methyl-3-hepten-2-one
22319-25-1,4-methyl-3-hepten-2-one
,5-methyl-4-hepten-2-one
110-93-0,6-methyl-5-hepten-2-one
70003-34-8,6-methylhepten-2-one (unkn.str.)
22319-31-9,4-methyl-4-hepten-3-one
86883-66-1,6-methyl-5-hepten-3-one
22319-24-0,2-methyl-2-hepten-4-one
102322-83-8,(E)-5-methyl-2-hepten-4-one (=filbertone)
122440-59-9,(S)-(E)-(+)-5-methyl-2-hepten-4-one (=(S)-(+)-filbertone)
135910-94-0,(R)-(E)-(-)-5-methyl-2-hepten-4-one (=(R)-(-)-filbertone)
103070-07-1,(Z)-5-methyl-2-hepten-4-one
81925-81-7,5-methyl-2-hepten-4-one
1447-26-3,5-methylhepten-3-one (unkn.str.)
409-02-9,methylheptenone (unkn.str.)
131671-56-2,4-ethyl-6-hepten-3-one
57283-79-1,(E)-5-isopropyl-3-hepten-2-one
,dimethyl-3-hepten-2-one (unkn.str.)
1604-28-0,"6-methyl-3,5-heptadien-2-one"
16647-04-4,"(3E)-6-methyl-3,5-heptadien-2-one"
29178-96-9,"(Z)-6-methyl-3,5-heptadien-2-one"
,methylheptadienone (unkn.str.)
21889-85-0,5-isopropyl-2-heptanone
19549-83-8,"2,6-dimethyl-3-heptanone"
18641-71-9,"2,4-dimethylheptan-3-one"
108-83-8,"2,6-dimethyl-4-heptanone"
19549-84-9,"3,5-dimethyl-4-heptanone"
17046-01-4,1-hydroxy-2-heptanone
68113-60-0,3-hydroxy-2-heptanone
71467-29-3,2-hydroxy-3-heptanone
309972-33-6,3-hydroxy-4-methyl-2-heptanone
309972-34-7,2-hydroxy-4-methyl-3-heptanone
315180-09-7,(4E)-3-hydroxy-4-hepten-2-one
315180-08-6,(4E)-2-hydroxy-4-hepten-3-one
546-49-6,"3,3,6-trimethyl-1,5-heptadien-4-one (=artemisia ketone)"
81250-41-1,"3,3,6-trimethyl-4,5-heptadien-2-one"
96-04-8,"2,3-heptanedione"
1703-51-1,"2,5-heptanedione"
13706-89-3,"3,4-heptanedione"
13678-56-3,"5-methyl-3,4-heptanedione"
3131-90-6,"6-methyl-3,4-heptanedione"
79925-98-7,4-ethoxy-6-methyl-2-heptanone
111-13-7,2-octanone
106-68-3,3-octanone
589-63-9,4-octanone
27457-18-7,octanone (unkn.str.)
1669-44-9,3-octen-2-one
51193-77-2,(Z)-3-octen-2-one
18402-82-9,(E)-3-octen-2-one
36359-70-3,5-octen-2-one
22610-86-2,(Z)-5-octen-2-one
4312-99-6,1-octen-3-one
14129-48-7,4-octen-3-one
69065-31-2,(E)-4-octen-3-one
,octen-3-one (unkn.str.)
4643-27-0,2-octen-4-one
3664-60-6,7-octen-2-one
70772-23-5,octenone (unkn.str.)
38284-27-4,"3,5-octadien-2-one"
78468-46-9,"(Z,E)-3,5-octadien-2-one"
4173-41-5,"(E,Z)-3,5-octadien-2-one"
30086-02-3,"(E,E)-3,5-octadien-2-one"
65213-86-7,"1,5-octadien-3-one"
65767-22-8,"(Z)-1,5-octadien-3-one"
359794-78-8,"(E)-1,5-octadien-3-one"
1482-13-9,7-methyl-2-octanone
923-28-4,2-methyl-3-octanone
20809-46-5,7-methyl-4-octanone
19781-14-7,"3,5-dimethyl-2-octanone"
103088-62-6,4-isopropyl-2-methyl-3-octanone
37160-77-3,3-hydroxy-2-octanone
52279-26-2,2-hydroxy-3-octanone
496-77-5,5-hydroxy-4-octanone
33046-81-0,7-methyl-3-octen-2-one
2550-18-7,"2,6-dimethyl-6-octen-3-one"
51117-36-3,"2,6-dimethyl-7-octen-3-one"
55874-04-9,2-methyl-6-methylene-7-octen-3-one
1879-00-1,dihydrotagetone
23007-34-3,"6-hydroxy-2,6-dimethyl-7-octen-4-one (=tagetonol)"
89412-78-2,"2,6-dihydroxy-2,6-dimethyl-7-octen-3-one"
539-70-8,myrcenone
99541-37-4,"3,7-dimethyl-1,6-octadien-4-one"
,"4,6-octadien-3-one"
91056-18-7,"2,6-dimethyl-4,6-octadien-3-one"
,"6-acetoxy-6-methyl-3,7-octadien-2-one"
3588-18-9,(Z)-tagetone
6752-80-3,(E)-tagetone
64661-54-7,"6-hydroxy-2,6-dimethyl-2,7-octadien-4-one"
33746-71-3,(Z)-ocimenone
33746-72-4,(E)-ocimenone
,"(Z,E)-3,5-octatrien-2-one (unkn.str.)"
585-25-1,"2,3-octanedione"
2955-65-9,"3,6-octanedione"
5455-24-3,"4,5-octanedione"
315180-10-0,(E)-2-hydroxy-4-octen-3-one
315180-11-1,(E)-3-hydroxy-4-octen-2-one
821-55-6,2-nonanone
925-78-0,3-nonanone
4485-09-0,4-nonanone
502-56-7,5-nonanone
30642-09-2,nonanone (unkn.str.)
14309-57-0,3-nonen-2-one
18402-83-0,(E)-3-nonen-2-one
82456-34-6,3-nonen-5-one
27039-84-5,5-nonen-2-one
82873-10-7,6-nonen-2-one
56889-98-6,(E)-6-nonen-2-one
5009-32-5,8-nonen-2-one
27936-13-6,nonen-2-one (unkn.str.)
24415-26-7,1-nonen-3-one
61168-10-3,1-nonen-4-one
32064-72-5,2-nonen-4-one
27743-70-0,(E)-2-nonen-4-one
,3-methyl-6-nonen-2-one
41628-40-4,"3,5-nonadien-2-one"
,"2,5-nonadien-4-one"
61759-51-1,"(E,E)-2,5-nonadien-4-one"
64303-47-5,8-methyl-2-nonanone
2903-23-3,2-methyl-2-nonen-4-one
84607-56-7,3-methyl-2-nonen-4-one
68985-18-2,(E)-3-methyl-2-nonen-4-one
6820-03-7,"4,8-dimethyl-4,7-nonadien-2-one"
113486-29-6,"3-methyl-2,4-nonanedione"
315180-07-5,2-hydroxy-3-nonanone
73642-01-0,3-hydroxy-2-nonanone
693-54-9,2-decanone
928-80-3,3-decanone
624-16-8,4-decanone
29221-56-5,decanone (unkn.str.)
10519-33-2,3-decen-2-one
18402-84-1,(E)-3-decen-2-one
63024-86-2,2-decen-4-one
65570-25-4,2-decen-5-one
,4-decen-3-one
32064-75-8,2-methyl-3-decen-5-one
69024-85-7,5-decen-4-one
67881-17-8,decen-2-one (unkn.str.)
95416-58-3,"3,5-decadien-2-one"
68067-35-6,9-methyl-2-decanone
71467-28-2,2-hydroxy-3-decanone
68113-61-1,3-hydroxy-2-decanone
112-12-9,2-undecanone
927-49-1,6-undecanone
,2-undecanone (branched)
2216-87-7,3-undecanone
14476-37-0,4-undecanone
33083-83-9,5-undecanone
53452-70-3,undecanone (unkn.str.)
10522-37-9,3-undecen-2-one
22616-88-2,4-undecen-2-one
27936-14-7,undecen-2-one (unkn.str.)
38945-65-2,1-undecen-5-one
68973-20-6,"3,5-undecadien-2-one"
,undecadien-2-one (unkn.str.)
67882-99-9,10-methyl-2-undecanone
1604-34-8,"6,10-dimethyl-2-undecanone"
,"6,10-dimethylundecanone (unkn.str.)"
689-67-8,"6,10-dimethyl-5,9-undecadien-2-one"
3879-26-3,"(Z)-6,10-dimethyl-5,9-undecadien-2-one (=nerylacetone)"
3796-70-1,geranylacetone
141-10-6,"6,10-dimethyl-3,5,9-undecatrien-2-one (=ψ-ionone, pseudoionone)"
98910-85-1,3-keto-''-ionone
3548-78-5,"(E),(E)-6,10-dimethyl-3,5,9-undecatrien-2-one (=(E),(E)-pseudoionone)"
13927-47-4,"(E),(Z)-6,10-dimethyl-3,5,9-undecatrien-2-one (=(E),(Z)-pseudoionone)"
6175-49-1,2-dodecanone
830-13-7,cyclododecanone
1534-27-6,3-dodecanone
,2-dodecanone (branched)
58879-39-3,1-dodecen-3-one
65570-26-5,2-dodecen-4-one
65570-27-6,2-dodecen-5-one
,dodecen-2-one (unkn.str.)
57782-13-5,dodecenone (unkn.str.)
,10-methyl-2-dodecanone
67883-00-5,11-methyl-2-dodecanone
593-08-8,2-tridecanone
1534-26-5,3-tridecanone
,2-tridecanone (branched)
57702-05-3,tridecanone (unkn.str.)
67881-14-5,tridecen-2-one (unkn.str.)
2345-27-9,2-tetradecanone
629-23-2,3-tetradecanone
,2-tetradecanone (branched)
67881-20-3,methyl-2-tetradecanone (unkn.str.)
,9-tetradecen-2-one
68062-19-1,tetradecen-2-one (unkn.str.)
67881-15-6,tetradecadien-2-one (unkn.str.)
85416-33-7,"(Z,Z,Z)-5,8,11-tetradecatrien-2-one"
105657-92-9,"(E,E,Z)-5,8,11-tetradecatrien-2-one"
105657-91-8,"(Z,E,E)-5,8,11-tetradecatrien-2-one"
105657-90-7,"(E,Z,E)-5,8,11-tetradecatrien-2-one"
105657-89-4,"(Z,Z,E)-5,8,11-tetradecatrien-2-one"
101339-97-3,"(Z,E,Z)-5,8,11-tetradecatrien-2-one"
85421-52-9,"(E,E,E)-5,8,11-tetradecatrien-2-one"
117606-22-1,"(E,Z,Z)-5,8,11-tetradecatrien-2-one"
2345-28-0,2-pentadecanone
18787-66-1,3-pentadecanone
76940-91-5,pentadecanone (unkn.str.)
26932-08-1,6-pentadecen-2-one
,12-pentadecen-2-one
68062-15-7,pentadecen-2-one (unkn.str.)
2516-30-5,"6,9-pentadecadien-2-one"
68062-16-8,pentadecadien-2-one (unkn.str.)
,"6,9,13-pentadecatrien-2-one"
502-69-2,"6,10,14-trimethyl-2-pentadecanone (=hexahydrofarnesylacetone)"
87531-87-1,"2,6,10-trimethylpentadecanone (unkn.str.)"
1117-52-8,farnesylacetone
18787-63-8,2-hexadecanone
18787-64-9,3-hexadecanone
2922-51-2,2-heptadecanone
84534-29-2,3-heptadecanone
540-08-9,9-heptadecanone
1357255-21-0,"(Z)-9,16-heptadecadien-7-one"
7373-13-9,2-octadecanone
18261-92-2,3-octadecanone
629-66-3,2-nonadecanone
27372-42-5,3-nonadecanone
29703-52-4,2-eicosanone
57755-77-8,3-heneicosanone
504-56-3,10-nonacosanone
1191-95-3,cyclobutanone
1192-14-9,"2,2-dimethylcyclobutanone"
120-92-3,cyclopentanone
930-30-3,2-cyclopenten-1-one
28982-58-3,cyclopentenone (unkn.str.)
1120-72-5,2-methylcyclopentanone
1757-42-2,3-methylcyclopentanone
28631-88-1,methylcyclopentanone (unkn.str.)
61215-75-6,ethylcyclopentanone (unkn.str.)
1670-46-8,2-acetylcyclopentanon
14845-55-7,2-isopropylcyclopentanone
934-42-9,2-butylcyclopentanone
2520-60-7,2-prenylcyclopentanone
71535-28-9,cis-tetrahydrojasmine
17373-89-6,2-hexylidenecyclopentanone
98314-98-8,(E)-2-(2-octenyl)cyclopentanone
1120-73-6,2-methyl-2-cyclopenten-1-one
2758-18-1,3-methyl-2-cyclopenten-1-one
23033-96-7,4-methyl-2-cyclopenten-1-one
14963-40-7,5-methyl-2-cyclopenten-1-one
2931-10-4,2-ethyl-2-cyclopenten-1-one
5682-69-9,3-ethyl-2-cyclopenten-1-one
24105-07-5,2-propyl-2-cyclopenten-1-one
5561-05-7,2-butyl-2-cyclopenten-1-one
56044-98-5,5-butyl-2-cyclopenten-1-one
25564-22-1,2-pentyl-2-cyclopenten-1-one
80961-19-9,ethyl-methylcyclopentanone (unkn.str.)
1121-05-7,"2,3-dimethyl-2-cyclopenten-1-one"
23048-13-7,"2,4-dimethyl-2-cyclopenten-1-one"
4041-11-6,"2,5-dimethyl-2-cyclopenten-1-one"
30434-64-1,"3,4-dimethyl-2-cyclopenten-1-one"
931-22-6,"3,5-dimethyl-2-cyclopenten-1-one"
72692-71-8,dimethyl-2-cyclopenten-1-one (unkn.str.)
71535-29-0,trans-tetrahydrojasmone
1128-08-1,3-methyl-2-(n-pentanyl)-2-cyclopenten-1-one (=dihydrojasmone)
68043-00-5,jasmone
488-10-8,(Z)-jasmone
6261-18-3,(E)-jasmone
11050-62-7,isojasmone
28790-86-5,"2,3,4-trimethyl-2-cyclopenten-1-one"
54562-24-2,"2,3,5-trimethyl-2-cyclopenten-1-one"
24156-95-4,"3,5,5-trimethyl-2-cyclopenten-1-one"
30434-65-2,"3,4,4-trimethyl-2-cyclopenten-1-one"
82000-05-3,trimethyl-2-cyclopenten-1-one (unkn.str.)
86368-24-3,trimethylcyclopentenone (unkn.str.)
864685-64-3,"5-methylene-2,3,4,4-tetramethyl-2-cyclopentenone"
10493-98-8,2-hydroxy-2-cyclopenten-1-one
21835-00-7,"2-hydroxy-3,4-dimethyl-2-cyclopenten-1-one"
21834-98-0,"2-hydroxy-3,5-dimethyl-2-cyclopenten-1-one"
80-71-7,cyclotene (=see also [765-70-8])
21835-01-8,"3-ethyl-1,2-cyclopentanedione"
83-33-0,1-indanone
59-48-3,"1,3-dihydro-2H-indol-2-one"
91-56-5,"1H-indole-2,3-dione"
6072-57-7,3-methyl-1-indanone
24644-78-8,4-methyl-1-indanone
,methylindanone (unkn.str.)
765-70-8,"3-methyl-1,2-cyclopentanedione (=cyclotene) (=CAS no [80-71-7])"
3250-08-6,2-hydroxy-5-methyl-2-cyclopenten-1-one
551-45-1,2-allyl-4-hydroxy-3-methyl-2-cyclopenten-1-one (=allethrolone)
765-69-5,"2-methyl-1,3-cyclopentanedione"
13494-08-1,"3-ethyl-1,2-cyclopentanedione"
25684-04-2,"3-propyl-1,2-cyclopentanedione"
55277-47-9,"3-isopropyl-1,2-cyclopentanedione"
29798-72-9,3-butyl-2-hydroxy-2-cyclopenten-1-one
55007-08-4,2-hydroxy-3-pentyl-2-cyclopenten-1-one
13494-06-9,"3,4-dimethyl-1,2-cyclopentanedione"
13494-07-0,"3,5-dimethyl-1,2-cyclopentanedione"
4800-04-8,"4-hydroxy-2-methyl-1,3-cyclopentanedione"
42348-12-9,3-ethyl-2-hydroxy-4-methyl-2-cyclopenten-1-one
58228-72-1,3-ethyl-2-hydroxy-5-methyl-2-cyclopenten-1-one
71387-71-8,4-ethyl-2-hydroxy-3-methyl-2-cyclopenten-1-one
53263-58-4,5-ethyl-2-hydroxy-3-methyl-2-cyclopenten-1-one
86702-81-0,"2-hydroxy-3,4,4-trimethyl-2-cyclopenten-1-one"
125476-24-6,"cis-2-hydroxy-3,4,5-trimethyl-2-cyclopenten-1-one"
125476-23-5,"trans-2-hydroxy-3,4,5-trimethyl-2-cyclopenten-1-one"
53263-56-2,"2-hydroxy-3,5,5-trimethyl-2-cyclopenten-1-one"
25522-96-7,isohumulone
930-60-9,"2-cyclopentene-1,4-dione"
18515-43-0,"4,5-dimethyl-4-cyclopentene-1,3-dione"
73011-52-6,1-acetyl-4-isopropylcyclopentene
36628-80-5,"1,6-methano[10]annulen-11-one"
2704-76-9,1-acetyl-4-isopropenylcyclopentene
4056-69-3,"2-acetyl-4-methyl-1,3-cyclopentanedione"
108-94-1,cyclohexanone
930-68-7,2-cyclohexen-1-one
583-60-8,2-methylcyclohexanone
591-24-2,3-methylcyclohexanone
589-92-4,4-methylcyclohexanone
823-19-8,3-hydroxycyclohexanone
1121-18-2,2-methyl-2-cyclohexen-1-one
1193-18-6,3-methyl-2-cyclohexen-1-one
5515-76-4,4-methyl-2-cyclohexen-1-one
7214-50-8,5-methyl-2-cyclohexen-1-one
5259-65-4,4-methyl-3-cyclohexenone
93842-53-6,methylcyclohexenone (unkn.str.)
500-02-7,4-isopropyl-2-cyclohexen-1-one (=cryptone)
5432-85-9,4-isopropylcyclohexanone
22460-53-3,4-isopropenylcyclohexanone
64317-84-6,4-isopropylidene-2-cyclohexen-1-one
92414-85-2,6-butyl-2-cyclohexen-1-one
13395-76-1,"2,3-dimethylcyclohexanone"
2979-19-3,"3,3-dimethylcyclohexanone"
499-70-7,carvomenthone (=trans-carvomenthone)
3901-91-5,cis-p-menthan-2-one
40790-56-5,"2,6-dimethyl-2-cyclohexen-1-one"
127798-16-7,dimethyl-2-cyclohexenone (unkn.str.)
72441-70-4,"(6S,1R)-6-(1,5-dimethyl-4-hexenyl)-3-methyl-2-cyclohexen-1-one (= (S,R)-6,7-bisabolone )"
61432-71-1,"(6R,1S)-6-(1,5-dimethyl-4-hexen-1-yl)-3-methyl-2-cyclohexen-1-one (=α-bisabol-1-one)"
70150-56-0,4-hydroxy-4-methyl-2-cyclohexen-1-one
35413-38-8,"2,2,4-trimethylcyclohexanone"
2408-37-9,"2,2,6-trimethylcyclohexanone"
21698-44-2,shyobunone
39020-72-9,6-epishyobunone (=epishyobunone)
,"2,6-diepishyobunone"
21698-46-4,isoshyobunone
20013-73-4,"2,6,6-trimethyl-2-cyclohexen-1-one"
873-94-9,"3,3,5-trimethylcyclohexanone"
78-59-1,"3,5,5-trimethyl-2-cyclohexen-1-one (=isophorone)"
504-20-1,"2,6-dimethyl-2,5-heptadien-4-one"
,trimethyl-2-cyclohexen-1-one (unkn.str.)
141978-04-3,4-hydroxy-6-isopropyl-3-methyl-2-cyclohexen-1-one
471-01-2,"3,5,5-trimethyl-3-cyclohexen-1-one"
14376-79-5,"3,3,4,5-tetramethylcyclohexanone"
5957-62-0,calacone
20548-00-9,"3,5,5-trimethyl-4-methylene-2-cyclohexen-1-one"
122221-94-7,angustifolenone
67401-26-7,"(E)-5,8-megastigmadien-4-one"
67401-25-6,"(Z)-5,8-megastigmadien-4-one"
67401-27-8,"5,8-megastigmadien-4-one"
125541-27-7,"(E,E)-6,8-megastigmadien-4-one"
13215-88-8,"4,6,8-megastigmatrien-3-one"
5164-79-4,"(Z,Z)-4-(2-butenylidene)-3,5,5-trimethyl-2-cyclohexen-1-one"
5492-79-5,"(Z,E)-4-(2-butenylidene)-3,5,5-trimethyl-2-cyclohexen-1-one"
5298-13-5,"(E,Z)-4-(2-butenylidene)-3,5,5-trimethyl-2-cyclohexen-1-one"
5164-78-3,"(E,E)-4-(2-butenylidene)-3,5,5-trimethyl-2-cyclohexen-1-one"
,"2,5,8-megastigmatriene-4,7-dione"
765-87-7,"1,2-cyclohexanedione"
7500-42-7,"2-hydroxy-2,6,6-trimethylcyclohexanone"
20548-02-1,"4-hydroxy-2,2,6-trimethylcyclohexanone"
4883-60-7,"2-hydroxy-3,5,5-trimethyl-2-cyclohexen-1-one"
14203-59-9,"4-hydroxy-3,5,5-trimethyl-2-cyclohexen-1-one"
19620-37-2,"4-hydroxy-2,6,6-trimethyl-2-cyclohexen-1-one"
34318-21-3,3-oxo-α-ionol
,3-oxo-retro-α-ionol
,"3-oxo-retro-7,8-dehydro-α-ionol (unkn.str.)"
,"3-oxo-7,8-dihydro-α-ionol"
29790-30-5,4-oxo-β-ionol
,"4-(3-hydroxy-1-butenylidene)-3,5,5-trimethyl-2-cyclohexen-1-one"
127619-37-8,"3,5,5-trimethyl-4-(3-oxo-1-butenylidene)-2-cyclohexen-1-one (isomer)"
120853-11-4,"3,5,5-trimethyl-4-(3-oxo-1-butenylidene)-2-cyclohexen-1-one"
120853-10-3,"3,5,5-trimethyl-4-(3-oxo-1-butynyl)-2-cyclohexen-1-one"
23526-45-6,vomifoliol
24427-77-8,"4-hydroxy-4-(3xi-hydroxy-1-butenyl)-3,5,5-trimethyl-2-cyclohexen-1-one"
,"4-hydroxy-4-(3xi-hydroxy-1-butenyl)-3,5,5-trimethyl-2-cyclohexen-1-one (isomer)"
7070-24-8,dehydrovomifoliol
39763-33-2,dehydrovomifoliol (trans)
120925-93-1,dehydrovomifoliol (cis)
120853-12-5,"4-hydroxy-3,5,5-trimethyl-4-(3-oxo-1-butynyl)-2-cyclohexen-1-one"
14398-38-0,dehydrovomifoliol (isomer)
20194-68-7,"3,5,5-trimethyl-4-(3-oxo-1-butenyl)-2-cyclohexen-1-one"
19377-95-8,"1,5-di-tert-butyl-3,3-dimethylbicyclo-[3.1.0]hexen-2-one"
36151-01-6,"7,8-dihydrovomifoliol"
77846-84-5,"4-hydroxy-3,5,6-trimethyl-4-(3-oxo-1-butenyl)-2-cyclohexen-1-one"
,"2,3-epoxy-4-(hydroxymethylene)-3,5,5-trimethylcyclohexanone"
3008-43-3,"3-methylcyclohexane-1,2-dione"
1193-55-1,"2-methylcyclohexane-1,3-dione"
45731-99-5,"5,5-dimethyl-2-cyclohexene-1,4-dione"
1125-21-9,4-oxoisophorone
,"3,5,5-trimethyl-3-cyclohexene-1,2-dione"
20547-99-3,"2,2,6-trimethyl-1,4-cyclohexanedione (=3,5,5-trimethyl-1,4-cyclohexanedione)"
641-11-2,angustione
4717-67-3,dehydroangustione
35692-98-9,"2-hydroxy-3,5,5-trimethyl-2-cyclohexene-1,4-dione"
41654-27-7,"2-methoxy-3,5,5-trimethyl-2-cyclohexene-1,4-dione"
28750-52-9,"2-hydroxy-4,4,6-trimethyl-2,5-cyclohexadien-1-one"
33399-09-6,"2,6,6-trimethyl-3-oxo-1,4-cyclohexadienecarbaldehyde"
35692-95-6,"4-hydroxy-2,6,6-trimethyl-3-oxo-1,4-cyclohexadienecarbaldehyde"
,"4-hydroxy-2,6,6-trimethyl-3-oxo-1-cyclohexenecarbaldehyde"
33399-08-5,"3-hydroxy-2,6,6-trimethyl-4-oxo-2-cyclohexenecarbaldehyde"
52904-95-7,benzoquinone (unkn.str.)
719-22-2,"2,6-di-tert-butyl-p-benzoquinone"
106-51-4,"1,4-benzoquinone"
95268-45-4,"2,5(or 2,6)-dimethyl-1,4-benzoquinone (incompletely defined substance)"
3602-55-9,"2-tert-butyl-1,4-benzoquinone"
55299-14-4,"di-tert-butyl-1,4-benzoquinone (unkn.str.)"
490-91-5,thymoquinone
